Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR22134167_1_paired - nextera_transposase_sequence	(1, 7.409119737302251e-06)	(2, 7.409119737302251e-06)	(3, 1.8522799343255625e-05)	(4, 0.00011484135592818488)	(5, 0.00022227359211906753)	(6, 0.0003185921487039968)	(7, 0.00033341038817860126)	(8, 0.0003519331875218569)	(9, 0.0004075015855516238)	(10, 0.0004408426243694839)	(11, 0.00047788822305599516)	(12, 0.0005075247020052042)	(13, 0.000563093100034971)	(14, 0.0006149569381960868)	(15, 0.0006631162164885514)	(16, 0.0006927526954377605)	(17, 0.0007446165335988762)	(18, 0.0007779575724167363)	(19, 0.0008224122908405498)	(20, 0.0009261399671627814)	(21, 0.0010743223619088264)	(22, 0.0012262093165235225)	(23, 0.0014707102678544967)	(24, 0.0019337802514358875)	(25, 0.002185690322504164)	(26, 0.0027636016620137395)	(27, 0.003608241312066196)	(28, 0.007690666287319736)	(29, 0.01767815969320317)	(30, 0.03308171962705455)	(31, 0.08393421294402854)	(32, 0.14985685580667532)	(33, 0.21998787868010977)	(34, 0.298128159989568)	(35, 0.38488524755350867)	(36, 0.496685159829531)	(37, 0.6647314045912833)	(38, 0.8912281949606131)	(39, 1.1455906846619366)	(40, 1.414300934734546)	(41, 1.678662031521359)	(42, 1.9437418129226902)	(43, 2.2148044585118933)	(44, 2.4957805063096066)	(45, 2.7785162200449287)	(46, 3.0734547539875883)	(47, 3.3713161856666134)	(48, 3.6686145242456036)	(49, 3.973340505361239)	(50, 4.275158406979983)	(51, 4.575472257292056)	(52, 4.8695735607044)	(53, 5.160992762771841)	(54, 5.453923425265691)	(55, 5.751577401592072)	(56, 6.057425864347908)	(57, 6.36710484200793)	(58, 6.678476803527927)	(59, 6.993394028842221)	(60, 7.305981085999135)	(61, 7.621246539941082)	(62, 7.92926217022008)	(63, 8.242649412308623)	(64, 8.554295511258898)	(65, 8.554295511258898)
SRR22134167_2 - nextera_transposase_sequence	(1, 1.0136572405215699e-05)	(2, 3.0409717215647098e-05)	(3, 5.744057696288896e-05)	(4, 0.00022638345038315062)	(5, 0.00035478003418254944)	(6, 0.00045276690076630124)	(7, 0.0004797977605135431)	(8, 0.0005102074777291902)	(9, 0.0006859080660862623)	(10, 0.0008210623648224716)	(11, 0.000885260656722171)	(12, 0.000956216663558681)	(13, 0.001074476674952864)	(14, 0.0011994944012838577)	(15, 0.0013954681344513613)	(16, 0.0015407590055927863)	(17, 0.0016995653066078321)	(18, 0.0018752658949649044)	(19, 0.002030693338511545)	(20, 0.002378715657757284)	(21, 0.0027301168344714285)	(22, 0.0030984122985275985)	(23, 0.0036018620613199786)	(24, 0.004436439856016071)	(25, 0.0050919382048866865)	(26, 0.0060109874362929095)	(27, 0.007071948681372153)	(28, 0.011467842247767361)	(29, 0.02158414150817263)	(30, 0.036863334980301095)	(31, 0.08605274200534448)	(32, 0.1495245795493368)	(33, 0.21708821348756782)	(34, 0.2924401138904729)	(35, 0.37589113564514537)	(36, 0.4837375083217036)	(37, 0.6448954941347596)	(38, 0.8620783156314428)	(39, 1.1033726640226655)	(40, 1.3585000548895396)	(41, 1.6088429835811517)	(42, 1.8592838991393477)	(43, 2.11511409235965)	(44, 2.381141677419599)	(45, 2.649328352401859)	(46, 2.927736071226045)	(47, 3.210063264713581)	(48, 3.4914173472502164)	(49, 3.7782654520304786)	(50, 4.063461295508691)	(51, 4.346430471915224)	(52, 4.623750198634584)	(53, 4.899079778305052)	(54, 5.175635883236552)	(55, 5.456608154879258)	(56, 5.743834691695981)	(57, 6.034521178560352)	(58, 6.3267991072923415)	(59, 6.621810531716271)	(60, 6.915176452553086)	(61, 7.211225186219816)	(62, 7.500016134044412)	(63, 7.793287446872112)	(64, 8.084920013827636)	(65, 8.084920013827636)
SRR22134167_2 - polya	(1, 0.0070246446768144795)	(2, 0.007791645322142467)	(3, 0.008538372822660024)	(4, 0.009666911217107372)	(5, 0.01168071026827689)	(6, 0.014518950541737286)	(7, 0.015873872386567785)	(8, 0.017617362840264886)	(9, 0.019759558475233804)	(10, 0.024314258342644057)	(11, 0.02988261545057588)	(12, 0.03588684517193198)	(13, 0.04193162118290894)	(14, 0.04889882528276053)	(15, 0.05790348043606048)	(16, 0.06931388210686495)	(17, 0.07720351429559116)	(18, 0.0913643059456775)	(19, 0.0993654404308611)	(20, 0.10852890188517608)	(21, 0.12011162528686922)	(22, 0.13298507224149317)	(23, 0.14534155400345108)	(24, 0.1572385111497059)	(25, 0.1678143350258143)	(26, 0.17980252132371607)	(27, 0.18825642270966597)	(28, 0.19741650530651256)	(29, 0.2054615649387854)	(30, 0.21392222403967212)	(31, 0.22247749114967416)	(32, 0.2302488633270062)	(33, 0.2373546005830624)	(34, 0.24526788477406747)	(35, 0.25471179139826006)	(36, 0.26539235985588905)	(37, 0.2737347589453816)	(38, 0.2828441586802021)	(39, 0.2906222885724709)	(40, 0.2999749660450166)	(41, 0.3092093835061681)	(42, 0.31732539914527746)	(43, 0.32628950800895656)	(44, 0.33409128990350423)	(45, 0.34281212102945813)	(46, 0.35071188979058954)	(47, 0.3575642127365154)	(48, 0.3654335717804312)	(49, 0.37234333530331987)	(50, 0.38025661949432493)	(51, 0.38751440533645937)	(52, 0.394998574628977)	(53, 0.402394893627316)	(54, 0.40963240632464004)	(55, 0.4184681186045197)	(56, 0.42696594513755887)	(57, 0.4364943231984616)	(58, 0.44395146163123195)	(59, 0.45090852915867835)	(60, 0.45838931959372753)	(61, 0.4653869334107948)	(62, 0.4722696660739362)	(63, 0.4788516804223896)	(64, 0.48572089765565746)	(65, 0.48572089765565746)
SRR22134167_2_paired - nextera_transposase_sequence	(1, 1.1113679605953377e-05)	(2, 1.8522799343255625e-05)	(3, 3.3341038817860125e-05)	(4, 0.0001630006342206495)	(5, 0.0002926602296234389)	(6, 0.00039268334607701926)	(7, 0.00041491070528892605)	(8, 0.0004408426243694839)	(9, 0.0005408657408230643)	(10, 0.000618661498064738)	(11, 0.0006705253362258536)	(12, 0.0007112754947810161)	(13, 0.000800184931628643)	(14, 0.0008927989283449212)	(15, 0.0010187539638790595)	(16, 0.00111877708033264)	(17, 0.0012262093165235225)	(18, 0.0013521643520576607)	(19, 0.0014558920283798923)	(20, 0.0017152112191854711)	(21, 0.001985644089597003)	(22, 0.0023116453580383023)	(23, 0.0027080332639839726)	(24, 0.003448945237714198)	(25, 0.004012038337749169)	(26, 0.004875200787144881)	(27, 0.005916182110235847)	(28, 0.010524654586837847)	(29, 0.021260469086188807)	(30, 0.03772353314247441)	(31, 0.09112846820894903)	(32, 0.15993325864940638)	(33, 0.23324649845001216)	(34, 0.3149246344340322)	(35, 0.40547148674360295)	(36, 0.522487419314686)	(37, 0.6972870767169894)	(38, 0.9329341299618875)	(39, 1.1947501941189371)	(40, 1.4713844977505912)	(41, 1.7428398266858711)	(42, 2.0142062461843033)	(43, 2.2913591881975686)	(44, 2.5794331727036175)	(45, 2.869878075525603)	(46, 3.171321816597614)	(47, 3.4770035741593612)	(48, 3.7811812804144367)	(49, 4.091608579167926)	(50, 4.399694596084428)	(51, 4.705354126286964)	(52, 5.0048937235864885)	(53, 5.302058698010207)	(54, 5.600561018546508)	(55, 5.903493992685717)	(56, 6.2132100159444255)	(57, 6.526652826430998)	(58, 6.84174046149925)	(59, 7.159910290378221)	(60, 7.4756721553425685)	(61, 7.7940494395741835)	(62, 8.104787921356639)	(63, 8.419897783784105)	(64, 8.732973842843679)	(65, 8.732973842843679)
SRR22134167_2_paired - polya	(1, 0.004604767916733349)	(2, 0.004852973427932974)	(3, 0.005119701738475855)	(4, 0.005567953482582641)	(5, 0.006527434488563283)	(6, 0.007972212837337221)	(7, 0.008779806888703168)	(8, 0.00983931101113739)	(9, 0.01115813432437719)	(10, 0.014210691656145717)	(11, 0.01787450136624168)	(12, 0.02231626864875438)	(13, 0.02683583168850875)	(14, 0.03237414869214218)	(15, 0.039449858041265835)	(16, 0.048644575635257925)	(17, 0.05472005381984577)	(18, 0.06580780150671858)	(19, 0.07193514352946755)	(20, 0.07876635192726023)	(21, 0.08711272531133121)	(22, 0.09589253220003438)	(23, 0.10445747461635578)	(24, 0.11298907599385932)	(25, 0.12065751492196715)	(26, 0.12974480027976837)	(27, 0.13589436966172924)	(28, 0.14282930573584413)	(29, 0.14877512432502918)	(30, 0.15510621714055398)	(31, 0.16181887962254982)	(32, 0.16774617541239162)	(33, 0.1733178334548429)	(34, 0.17950444843549027)	(35, 0.187035818648458)	(36, 0.19548962426871988)	(37, 0.20224674146913954)	(38, 0.20945211041366596)	(39, 0.21570911203181772)	(40, 0.22315157280793785)	(41, 0.23054587430576548)	(42, 0.23695476287853193)	(43, 0.24412308622437184)	(44, 0.25037638328265494)	(45, 0.257426160712698)	(46, 0.2637646626479601)	(47, 0.26925852493316976)	(48, 0.2755970268684318)	(49, 0.2812612989075994)	(50, 0.28773686955800154)	(51, 0.2936975063866612)	(52, 0.29989523504691457)	(53, 0.3059633041117651)	(54, 0.31188689534173825)	(55, 0.31911819620534526)	(56, 0.3260790641985407)	(57, 0.33386234448257673)	(58, 0.3397748220329439)	(59, 0.34527609343789084)	(60, 0.3513663898619533)	(61, 0.3570602983800701)	(62, 0.3625393424258051)	(63, 0.3678553858373194)	(64, 0.3733455435626604)	(65, 0.3733455435626604)
SRR22134168_1 - nextera_transposase_sequence	(1, 7.175768291571558e-06)	(2, 1.7939420728928895e-05)	(3, 2.5115189020500453e-05)	(4, 0.00014710324997721692)	(5, 0.00027985496337129073)	(6, 0.00031573380482914854)	(7, 0.0003336732255580774)	(8, 0.0003552005304327921)	(9, 0.00041619456091115037)	(10, 0.00043413398164007924)	(11, 0.000502303780410009)	(12, 0.000520243201138938)	(13, 0.0005381826218678669)	(14, 0.0005668856950341531)	(15, 0.000617116073075154)	(16, 0.0006565827986787975)	(17, 0.0006781101035535122)	(18, 0.0007462799023234421)	(19, 0.0008000981645102287)	(20, 0.0008682679632801585)	(21, 0.0009543771827790171)	(22, 0.0011337713900683062)	(23, 0.0015176749936673844)	(24, 0.002063033383826823)	(25, 0.0023357125789065423)	(26, 0.0030497015239179122)	(27, 0.0044382126883370085)	(28, 0.011718029620136353)	(29, 0.030694348867197338)	(30, 0.05657375721075016)	(31, 0.12691422588888035)	(32, 0.21794961031990293)	(33, 0.3178147776337043)	(34, 0.4265527824400339)	(35, 0.5473101991347459)	(36, 0.6970433681908238)	(37, 0.9142466986084032)	(38, 1.2024686078076665)	(39, 1.5252705444040129)	(40, 1.8670344487108375)	(41, 2.2034093510306914)	(42, 2.5396371501005683)	(43, 2.883184232827848)	(44, 3.2333832527614152)	(45, 3.584246031261952)	(46, 3.948430623595792)	(47, 4.315700796295007)	(48, 4.679490721372811)	(49, 5.054464081333028)	(50, 5.423926451245319)	(51, 5.79113204202991)	(52, 6.154530887735823)	(53, 6.512253700723102)	(54, 6.8701953746432745)	(55, 7.233020158885862)	(56, 7.600362089267993)	(57, 7.969774228802242)	(58, 8.345016680073394)	(59, 8.720359592100627)	(60, 9.092990063713646)	(61, 9.467428828936143)	(62, 9.833622636391622)	(63, 10.207282830754481)	(64, 10.575023016276795)	(65, 10.575023016276795)
SRR22134168_1_paired - nextera_transposase_sequence	(1, 7.737280037349398e-06)	(2, 1.9343200093373495e-05)	(3, 2.7080480130722894e-05)	(4, 0.00015861424076566265)	(5, 0.00030175392145662653)	(6, 0.0003404403216433735)	(7, 0.00035978352173674703)	(8, 0.0003829953618487952)	(9, 0.0004410249621289157)	(10, 0.0004603681622222892)	(11, 0.0005338723225771085)	(12, 0.000553215522670482)	(13, 0.0005725587227638554)	(14, 0.0006035078429132531)	(15, 0.0006576688031746989)	(16, 0.0007002238433801205)	(17, 0.0007234356834921687)	(18, 0.000796939843846988)	(19, 0.0008549694441271085)	(20, 0.0009284736044819278)	(21, 0.001017452324911446)	(22, 0.0012108843258451809)	(23, 0.0016209601678246989)	(24, 0.0022051248106445785)	(25, 0.002499141452063856)	(26, 0.0032690008157801207)	(27, 0.0047622958629885545)	(28, 0.012584685980748796)	(29, 0.032887308798753616)	(30, 0.06064093229272591)	(31, 0.13598269665641569)	(32, 0.23354592928737292)	(33, 0.34055638084393375)	(34, 0.4569366785257247)	(35, 0.5861956788296838)	(36, 0.7463419010427417)	(37, 0.9786227850440079)	(38, 1.2866245601307942)	(39, 1.631482868675494)	(40, 1.996431024837172)	(41, 2.3553054161695304)	(42, 2.713866447660376)	(43, 3.0800796491081606)	(44, 3.453380199070157)	(45, 3.8271217739942824)	(46, 4.214674393785076)	(47, 4.605550175351912)	(48, 4.992673376100633)	(49, 5.391476001065733)	(50, 5.784139094321196)	(51, 6.174593194125996)	(52, 6.560428137748499)	(53, 6.940123549661364)	(54, 7.3199002030146225)	(55, 7.7048144103126806)	(56, 8.094297481472793)	(57, 8.485904436003159)	(58, 8.883496176642412)	(59, 9.28113820960191)	(60, 9.675611826386113)	(61, 10.071574869577507)	(62, 10.459166175768488)	(63, 10.85399183879439)	(64, 11.242623809150393)	(65, 11.242623809150393)
SRR22134168_2 - nextera_transposase_sequence	(1, 1.4351536583143116e-05)	(2, 2.870307316628623e-05)	(3, 4.3054609749429345e-05)	(4, 0.00021527304874714674)	(5, 0.0003623762987243637)	(6, 0.00040184302432800725)	(7, 0.0004413097499316508)	(8, 0.0004736007072437228)	(9, 0.0005991766523462251)	(10, 0.0006673464511161548)	(11, 0.0007893345120728713)	(12, 0.0008323891218223007)	(13, 0.00087544373157173)	(14, 0.0009328498779043026)	(15, 0.0010440742864236616)	(16, 0.0011588865790888067)	(17, 0.0012557594510250226)	(18, 0.0013705717436901675)	(19, 0.0015069113412300272)	(20, 0.001722184389977174)	(21, 0.0019051664814122486)	(22, 0.0022137245179498256)	(23, 0.002759082908109264)	(24, 0.003584296261639993)	(25, 0.0040758363896126444)	(26, 0.005015862035808519)	(27, 0.006687816047744692)	(28, 0.014552458095307119)	(29, 0.03468766392145691)	(30, 0.06228208088669534)	(31, 0.13635394907644274)	(32, 0.2319064796470096)	(33, 0.3367910968807653)	(34, 0.45058443044850705)	(35, 0.5770214677459979)	(36, 0.7334460407339662)	(37, 0.9595293844123656)	(38, 1.259085419628166)	(39, 1.5911620367413688)	(40, 1.9432088170100152)	(41, 2.2884565568223976)	(42, 2.6325705252447116)	(43, 2.983967898482971)	(44, 3.3425087490554897)	(45, 3.703277675682541)	(46, 4.075717989435834)	(47, 4.451774890408079)	(48, 4.823906646124834)	(49, 5.205435070419402)	(50, 5.581649838294061)	(51, 5.955554008778835)	(52, 6.325163481941103)	(53, 6.688989285860364)	(54, 7.052922726303999)	(55, 7.421767980143214)	(56, 7.793035055780835)	(57, 8.16703968702169)	(58, 8.546350798914164)	(59, 8.925353352770097)	(60, 9.301478423541113)	(61, 9.679698818653266)	(62, 10.04929394027895)	(63, 10.425379544324361)	(64, 10.795527200108497)	(65, 10.795527200108497)
SRR22134168_2 - polya	(1, 0.008693443285238942)	(2, 0.010096305986241182)	(3, 0.011187022766560058)	(4, 0.012615000656582798)	(5, 0.015815393314623713)	(6, 0.01973695068596757)	(7, 0.02171746273444132)	(8, 0.024135696648700935)	(9, 0.026704621697083552)	(10, 0.034038256891069686)	(11, 0.04234062080441798)	(12, 0.05260914522965687)	(13, 0.06394685913033994)	(14, 0.07632505943330087)	(15, 0.09522962099744614)	(16, 0.11509932339680778)	(17, 0.12994957587621514)	(18, 0.1556890567380823)	(19, 0.17086580667475615)	(20, 0.18670990306254615)	(21, 0.20525926409625864)	(22, 0.22577119775771592)	(23, 0.2450740144620434)	(24, 0.2643553038614962)	(25, 0.2834500232853681)	(26, 0.3053504681112445)	(27, 0.32077836993812336)	(28, 0.33700278204536666)	(29, 0.3519821983540223)	(30, 0.3677401855223134)	(31, 0.3833869482820852)	(32, 0.3975913816152511)	(33, 0.41089884391197057)	(34, 0.4259787209767082)	(35, 0.4440437176507396)	(36, 0.4664392904887344)	(37, 0.48312653965078406)	(38, 0.4999644799469567)	(39, 0.5146855685971158)	(40, 0.5322626130273203)	(41, 0.548849401433288)	(42, 0.5638431692785267)	(43, 0.5810506616417154)	(44, 0.5959332050784347)	(45, 0.612225786984448)	(46, 0.6272518457869988)	(47, 0.6403763259922832)	(48, 0.6548677900571119)	(49, 0.6688246593842186)	(50, 0.6837215543575211)	(51, 0.6980192726784775)	(52, 0.7118326266397528)	(53, 0.7252441375767)	(54, 0.7389247398245812)	(55, 0.7551957944257197)	(56, 0.7712264607890905)	(57, 0.7881253951157415)	(58, 0.8017055366075407)	(59, 0.8144999314714129)	(60, 0.8283168733168339)	(61, 0.8418934269244872)	(62, 0.854996379824897)	(63, 0.8674678651156482)	(64, 0.8797384288942356)	(65, 0.8797384288942356)
SRR22134168_2_paired - nextera_transposase_sequence	(1, 1.1605920056024097e-05)	(2, 1.5474560074698795e-05)	(3, 2.3211840112048195e-05)	(4, 0.00017795744085903617)	(5, 0.00033270304160602413)	(6, 0.0003713894417927711)	(7, 0.0004023385619421687)	(8, 0.0004255504020542169)	(9, 0.0005183977625024097)	(10, 0.0005570841626891566)	(11, 0.0006654060832120483)	(12, 0.0006963552033614458)	(13, 0.0007234356834921687)	(14, 0.0007737280037349398)	(15, 0.0008549694441271085)	(16, 0.000951685444593976)	(17, 0.0010251896049487952)	(18, 0.0011141683253783133)	(19, 0.0012031470458078314)	(20, 0.0013308121664240965)	(21, 0.0014855577671710845)	(22, 0.001760231208496988)	(23, 0.002251548490868675)	(24, 0.00302140785458494)	(25, 0.00347403873676988)	(26, 0.004406380981270482)	(27, 0.006116319869524699)	(28, 0.01438360358943253)	(29, 0.03563791185203133)	(30, 0.06502797007390301)	(31, 0.14402559925524036)	(32, 0.2459952128674681)	(33, 0.3580078159681753)	(34, 0.479363184713982)	(35, 0.6142936112853181)	(36, 0.7813028008915048)	(37, 1.0226208279763953)	(38, 1.3423136331996164)	(39, 1.6966346352299948)	(40, 2.0721557845627103)	(41, 2.4401562976991227)	(42, 2.8067331513086624)	(43, 3.1810821027157195)	(44, 3.5630948299997716)	(45, 3.9471308560135903)	(46, 4.343445945446682)	(47, 4.7437186536188785)	(48, 5.139592718089842)	(49, 5.545331814608426)	(50, 5.945360798459445)	(51, 6.342619836057095)	(52, 6.735039204991382)	(53, 7.121160427975266)	(54, 7.507219752718851)	(55, 7.898563639727946)	(56, 8.292131994747779)	(57, 8.688443215540854)	(58, 9.089934545318933)	(59, 9.4910506170152)	(60, 9.888897687895687)	(61, 10.288319295263776)	(62, 10.67907901763005)	(63, 11.07595505986585)	(64, 11.466134486229324)	(65, 11.466134486229324)
SRR22134168_2_paired - polya	(1, 0.005238138585285543)	(2, 0.0057294558676572295)	(3, 0.006085370749375302)	(4, 0.006700484512344579)	(5, 0.008162830439403615)	(6, 0.010209341009282532)	(7, 0.011315772054623495)	(8, 0.012843884862)	(9, 0.014472582309862049)	(10, 0.019753275935353014)	(11, 0.025954705885288556)	(12, 0.03425680736536446)	(13, 0.04338292916941808)	(14, 0.053468473698103015)	(15, 0.06931829185461326)	(16, 0.08588767705459699)	(17, 0.09816287183385182)	(18, 0.11929338361585302)	(19, 0.13158792159520122)	(20, 0.14433509045673434)	(21, 0.15879606684654038)	(22, 0.17413135588056688)	(23, 0.1884994849099247)	(24, 0.20343630402202773)	(25, 0.2184543645745229)	(26, 0.23612631217982893)	(27, 0.24790632103669338)	(28, 0.26045232061725543)	(29, 0.272124007553597)	(30, 0.284468837853188)	(31, 0.29708834159410485)	(32, 0.30841185092876566)	(33, 0.31922856842098013)	(34, 0.33127551343913314)	(35, 0.34598795143015304)	(36, 0.36425566959833494)	(37, 0.3779816043845928)	(38, 0.3914096538894127)	(39, 0.4033637515471175)	(40, 0.4177705669766621)	(41, 0.4316357728035922)	(42, 0.4437562219821)	(43, 0.45803537229102836)	(44, 0.470240931549947)	(45, 0.4834523372137211)	(46, 0.4957004515128452)	(47, 0.5062463642037525)	(48, 0.5182004618614573)	(49, 0.5296864540769024)	(50, 0.5422053731773337)	(51, 0.5540782293946465)	(52, 0.5653321032089711)	(53, 0.5762764858218018)	(54, 0.5875806519563693)	(55, 0.6010860742615627)	(56, 0.6146108397668495)	(57, 0.6286037107143958)	(58, 0.639756999888235)	(59, 0.650032107777835)	(60, 0.6612627697520477)	(61, 0.6724624826061109)	(62, 0.6831012426574663)	(63, 0.693070727985591)	(64, 0.7027887517125019)	(65, 0.7027887517125019)
SRR22134169_1 - nextera_transposase_sequence	(1, 7.147259599511171e-06)	(2, 1.0720889399266755e-05)	(3, 4.288355759706702e-05)	(4, 0.0002823167541806912)	(5, 0.0005146026911648043)	(6, 0.0006218115851574718)	(7, 0.0006646951427545389)	(8, 0.0006932841811525836)	(9, 0.0007468886281489173)	(10, 0.0008112139645445178)	(11, 0.0008934074499388963)	(12, 0.0009327173777362078)	(13, 0.0009613064161342524)	(14, 0.0010113372333308305)	(15, 0.001061368050527409)	(16, 0.0010971043485249648)	(17, 0.001154282425321054)	(18, 0.0012186077617166546)	(19, 0.0012793594683124996)	(20, 0.001397289251704434)	(21, 0.001851140236273393)	(22, 0.0024765254512306204)	(23, 0.0037594585493428757)	(24, 0.006007271693389138)	(25, 0.006836353806932435)	(26, 0.009012694354983586)	(27, 0.014437464391012565)	(28, 0.04569957787927442)	(29, 0.11987383800300135)	(30, 0.211626783111726)	(31, 0.4379804946282448)	(32, 0.712796199859249)	(33, 0.9941480739940063)	(34, 1.3076983526245614)	(35, 1.617875124724147)	(36, 2.000367869451587)	(37, 2.567009757760432)	(38, 3.3073443488565974)	(39, 4.193590244676783)	(40, 5.048670515013301)	(41, 5.8762266886321015)	(42, 6.690035108411242)	(43, 7.5621973291905915)	(44, 8.380104702350051)	(45, 9.139361663235922)	(46, 9.912241300918462)	(47, 10.678985016234822)	(48, 11.437373585079353)	(49, 12.216453470464469)	(50, 12.994604212101647)	(51, 13.77956629213716)	(52, 14.535424731083465)	(53, 15.223788024001784)	(54, 15.899861604038746)	(55, 16.567322736258294)	(56, 17.220274931490838)	(57, 17.877679869453875)	(58, 18.558888755513085)	(59, 19.23134939582249)	(60, 19.90000054676536)	(61, 20.588378134202877)	(62, 21.232775059694806)	(63, 21.869084860949886)	(64, 22.486297184555074)	(65, 22.486297184555074)
SRR22134169_1 - polya	(1, 0.021663343846118358)	(2, 0.025765870856237768)	(3, 0.02990056053455498)	(4, 0.03600789386233728)	(5, 0.048619233425674736)	(6, 0.06177376471857505)	(7, 0.06773100559476761)	(8, 0.0725982893820347)	(9, 0.0755358130774338)	(10, 0.08543834125255653)	(11, 0.09330390044181858)	(12, 0.10303846801635279)	(13, 0.11092546898441337)	(14, 0.11912694937485244)	(15, 0.12750353762547953)	(16, 0.133886040447843)	(17, 0.1390928190660869)	(18, 0.1452859195090633)	(19, 0.14955640711977125)	(20, 0.15329442389031558)	(21, 0.15651426433989538)	(22, 0.15975912019807342)	(23, 0.16221063024070576)	(24, 0.1646692875429376)	(25, 0.1670600458789741)	(26, 0.16921851827802648)	(27, 0.17082307805811672)	(28, 0.17250983132360137)	(29, 0.1742787780744804)	(30, 0.17591192689296867)	(31, 0.17818118181581347)	(32, 0.17961778099531522)	(33, 0.1809793339490221)	(34, 0.18271969166150306)	(35, 0.18461014182557378)	(36, 0.18733324773298754)	(37, 0.18938451123804723)	(38, 0.191157031618726)	(39, 0.19290811022060625)	(40, 0.19484501757207376)	(41, 0.1965710807653557)	(42, 0.19842579463142887)	(43, 0.20028408212730178)	(44, 0.20201371895038348)	(45, 0.20349677531728205)	(46, 0.20505487790997548)	(47, 0.2064521671616799)	(48, 0.20787447182198263)	(49, 0.20979708465425115)	(50, 0.21288470080123997)	(51, 0.2188419416774325)	(52, 0.22034286619332988)	(53, 0.2242988743816593)	(54, 0.22620719269472878)	(55, 0.22855149384336845)	(56, 0.23454089738775882)	(57, 0.23626696058104077)	(58, 0.24411107799150428)	(59, 0.24628384490975566)	(60, 0.2485245107942024)	(61, 0.26504182772867274)	(62, 0.2667035655855591)	(63, 0.2688120071674149)	(64, 0.2701521183423232)	(65, 0.2701521183423232)
SRR22134169_1_paired - nextera_transposase_sequence	(1, 7.562904648486402e-06)	(2, 1.1344356972729603e-05)	(3, 4.537742789091841e-05)	(4, 0.0002987347336152129)	(5, 0.0005445291346910209)	(6, 0.0006579727044183169)	(7, 0.0007033501323092353)	(8, 0.000733601750903181)	(9, 0.000790323535766829)	(10, 0.0008583896776032066)	(11, 0.000941581628736557)	(12, 0.0009831776043032322)	(13, 0.0010134292228971779)	(14, 0.0010663695554365827)	(15, 0.0011193098879759874)	(16, 0.0011571244112184194)	(17, 0.0012176276484063106)	(18, 0.001281912337918445)	(19, 0.0013424155751063363)	(20, 0.001467203501806362)	(21, 0.0019474479469852484)	(22, 0.0026054206514035654)	(23, 0.003959180583482632)	(24, 0.0063188068338103885)	(25, 0.007196103773034811)	(26, 0.009487663881526191)	(27, 0.015174968177187966)	(28, 0.0480282259702129)	(29, 0.12588454787405615)	(30, 0.2222094829295032)	(31, 0.45982838408029747)	(32, 0.7481792496131385)	(33, 1.0431816897843234)	(34, 1.3717142677145726)	(35, 1.6969872337413243)	(36, 2.097730425255322)	(37, 2.691051639286053)	(38, 3.4657313067874878)	(39, 4.393158959474403)	(40, 5.2873665534928405)	(41, 6.152717884824979)	(42, 7.002576605984693)	(43, 7.913452841848395)	(44, 8.766847220931277)	(45, 9.559069045764875)	(46, 10.364987290916883)	(47, 11.164575384878109)	(48, 11.954690940767104)	(49, 12.766428841046123)	(50, 13.576680630561713)	(51, 14.393788193141157)	(52, 15.180352965297688)	(53, 15.896582724223295)	(54, 16.599671936322157)	(55, 17.293693225747486)	(56, 17.972637864756056)	(57, 18.655681598084104)	(58, 19.363323678781356)	(59, 20.061621790785402)	(60, 20.755211994645766)	(61, 21.468983809560616)	(62, 22.137226938491576)	(63, 22.797037428739475)	(64, 23.436511268387594)	(65, 23.436511268387594)
